connectionTime_decimal,chargingDuration,kWhDelivered,dayIndicator
1.9357306873224789,0.0710388983337471,3.285970730892489,8985
15.802969493813352,9.31875351297788,13.649659660918044,13571
5.720227328954392,2.056046503649236,3.770327866104504,15489
14.786661813675892,2.1388200908982755,6.866968796179459,6533
0.8690868131849134,0.2784499532208768,1.8459243238893044,12647
20.149732163254345,4.1822551376484585,7.030781847495003,23177
15.61672043601354,1.9733744003243396,10.129018569921692,12709
16.020330540045062,3.3933687645785096,3.5949591920649686,29464
20.11863520706558,2.2982479815574965,19.82071683522908,26890
19.34791264672736,4.37038153853116,13.96036201975785,19510
15.026823688175297,0.9294955326897985,1.31693594046323,22391
1.627259378605583,1.5453638353090284,5.445555915847454,12921
21.900517498666083,12.70642033177504,20.6261315493666,14934
15.391572211026045,3.380515385167076,11.276547154291045,4692
19.68489071611218,2.589460669914167,10.387890316724086,8752
17.74596616392354,0.682561729027166,2.024388173378584,4993
17.078371921296124,6.703443193816872,10.43725989436096,10917
16.26739669783907,2.592756520451465,13.298280918625933,2811
23.229006073063974,0.7014470592431933,5.318140798394313,5642
0.6502521661934904,1.1663014138235148,5.360720381775314,809
19.666294964983788,1.285208188097542,5.0483305923045005,21413
15.716857534874794,4.538369902350528,10.55825041233795,2768
18.997543444659016,3.4052021664139267,12.328308587452756,10093
17.934525481314257,1.8248846400092904,7.247394721093932,11756
20.361868055058693,3.753537368557633,8.4268532637841,14632
17.136971836227644,8.748327564640896,15.546689564571048,15326
16.698816088417455,4.211071479720703,27.115341242195356,10310
17.47141268713058,7.32176719958577,10.991893282587505,16293
2.08276055177244,0.7379715512030213,3.789109070500448,20002
12.471553049951694,1.4136513129374224,3.64725410188087,20145
16.08315777299119,4.147944163632667,5.707786909560028,16691
15.354709644107054,8.842331512171931,14.00249281907923,186
19.8705652544854,2.6528882374651586,11.881689631827616,15560
13.71719350261044,1.7247397636972552,3.9952615481860994,19562
17.220089899846904,7.838894326496862,13.739339606060406,20122
1.8522527968954767,0.2267758742955857,1.896356973968249,13956
0.994734682297499,0.8377672596529948,4.428407222348465,10121
15.347466300897487,7.251220851716378,13.967181074818004,25040
19.38202603752232,2.2747467608438163,14.81591817286544,17200
16.786381165877764,2.7691791224227376,0.4296283795223929,16274
22.498549727074096,1.216503181890953,6.009378325792573,9970
2.73029221853769,1.088480767905438,2.153733941501996,19226
1.64716849690994,0.9328428323673664,1.502063489981711,24601
15.546784680690063,1.741258176518549,3.756134150955363,16333
14.834989919111456,5.597765796680326,14.093478384577487,27783
2.321849232363792,0.8360343517824143,6.074498597139798,17888
21.32973685882052,8.095649510128375,11.461361093951544,12532
15.46182350618174,1.2764466602588938,13.966034805369782,2976
16.448799255573107,5.956566430328091,14.911349441907571,28416
1.5264449925473438,1.01733475105407,3.3442392943161625,1140
13.374077492978802,0.8133494199966065,5.6668863436384,22520
4.465311892167192,0.2611174447580279,3.20600914310442,12254
15.963608152836583,1.6817620920195735,12.672466652151844,18550
18.083227155499834,8.803542229085773,13.57581025790578,24758
15.795410831506944,1.751380875844211,13.38462347738342,8932
15.631658991156172,2.0174815304845417,12.149701773263155,12788
17.613122060752442,6.663522656223061,36.64866383882277,22672
15.404192998612654,1.9564882381500388,8.129813201323234,7705
16.693964590507235,0.2526766949474798,1.2162687088944495,7549
1.129968212193017,1.082059681233175,3.8304657160750097,7103
16.649489928570844,6.528432020693861,12.572697656844277,5634
15.059979622194136,2.2452409495345167,8.25487427864072,10192
1.585509376774861,2.2052404908512333,13.133690348840188,20503
1.5188201414164526,1.808453956000621,3.889657508612573,4971
16.650821504755275,3.323705441568931,14.3289993362982,20698
16.642576324592667,2.03051581567426,3.014061618759751,24419
15.296703894173872,4.877495788439881,12.01925687027958,27310
22.7018082133927,0.9281410981462894,4.2173950373852005,24055
18.365325707681617,9.671301226926875,13.96470555564466,2292
16.822409081278288,3.4818463229630456,7.956664993620198,8272
19.76505567447174,9.617602574075327,17.563153622522364,3537
11.2242848964538,1.4088573687584522,4.221994091398804,17840
15.593144999244544,6.780979388433199,18.166639395046563,7238
15.953979958182622,1.4838803880257163,5.282694639224611,13819
21.375969193581085,4.901399684144634,12.776370305324036,21384
21.961641238263503,1.0005302586198228,5.773291939540954,26178
15.50051963641891,1.4463283717940236,2.818155425684334,16667
14.928270680379136,1.515187999879836,10.411852850818155,24992
21.081101295340247,1.6894796449061684,11.21328505024963,10133
0.4571372167226559,0.9900825697448437,3.433175063962434,27595
14.30692256860556,1.3299842470138017,2.865574579989024,21338
19.202561836686307,2.648907757589534,14.04922333660078,8536
4.04637053419726,0.1788048128318062,1.9847784237152095,13342
22.68857578313724,0.5358084544065755,3.841404183705421,28022
19.977872701712517,3.625053049569623,9.367812603633425,8651
17.141445785882325,3.906101619730785,7.346879175641119,1313
3.126968946049617,0.5790624297989414,4.409586257456331,4037
16.106387858947137,6.11038459663992,5.213190410617344,1984
16.357779939197098,3.8154739966044007,17.37000560260975,25089
21.603637611240952,2.201609189520497,10.024778675972048,10466
16.645914348743368,5.429237101229369,19.155526647295947,15606
10.953725209305324,1.6067017433134254,5.513025277476629,15898
15.934801271217228,8.897669954956884,19.39082366259156,11526
